APP ID,Date Announced,CIA_Name,Grant Type,Sub Type,Grant Title,Admin Institution,State,Sector,Start Yr,End Yr,Total,Broad Research Area,FOR Category,Field of Research,Res KW1,Res KW2,Res KW3,Res KW4,Res KW5,Plain Description,
1107188,09-Nov-15,Dr Tracy Heng,Career Development Fellowships,RD Wright Biomedical CDF,Overcoming immunosenescence for effective stem cell therapies,Monash University,VIC,University,2016,2019,"$419,180",Basic Science,IMMUNOLOGY,Transplantation Immunology,immune reconstitution,age-related,haematopoietic stem cell transplantation,thymus,bone marrow,"An established treatment for blood cancers involves a stem cell transplant to replace the blood stem cells that are damaged by radiation and chemotherapy. However, treatment success is limited with advancing age due to multiple defects in the immune system. We will use new technologies to investigate how the ageing immune system copes with stem cell transplantation and explore new methods for improving recovery and immunity after HSCT.",.
1107474,09-Nov-15,Dr Joshua Lewis,Career Development Fellowships,Population Health CDF,"Development of a low-cost, very low-radiation community-based screening method for primary prevention of cardiovascular disease",University of Sydney,NSW,University,2016,2019,"$419,180",Public Health,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),primary prevention,population health,atherosclerosis,calcification,cardiovascular disease prevention,"Virtually everyone's life has been affected by cardiovascular disease (CVD) in some way. There are no routine community-based tests to identify asymptomatic CVD due to current tests being invasive, expensive, time-consuming or high radiation exposure. A low cost, very low radiation test from existing machines used for osteoporosis screening can assess a measure of asymptomatic CVD. This fellowship seeks to develop this test for community-based screening strategies.",.
1107510,09-Nov-15,Dr Sharon Brennan-Olsen,Career Development Fellowships,Population Health CDF,Multidisciplinary translational research to address social disparities in osteoporosis: Understanding the social context of biological mechanisms,Deakin University,VIC,University,2016,2019,"$419,180",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,social determinants of health,osteoporosis,multidisciplinary,translational research,social context,"Osteoporosis (OP) prevalence is greater for disadvantaged groups, as are less healthy lifestyles. Whilst reasons for this social gradient of OP are unknown, some biological phenomena are influenced by lifestyle factors. I will provide novel evidence about biological mechanisms underlying the social gradient of OP (epigenetics), and, using that information, engage disadvantaged communities in multidisciplinary discussions to inform effective public health interventions (community engagement).",.
1107599,09-Nov-15,Dr Joseph Powell,Career Development Fellowships,RD Wright Biomedical CDF,Control of genome regulation and its role in human disease,University of Queensland,QLD,University,2016,2019,"$419,180",Basic Science,GENETICS,Genomics,gene expression,statistics,disease association,genomics,programming,Changes in DNA can lead to differences in susceptibility to developing many diseases. The most common mechanism by which this occurs is through changing when and in which tissues disease-relevant genes get translated into proteins. My research focuses on understanding how DNA changes result in altered gene expression and how this can affect disease susceptibility. This work requires the use of high performance computing and statistical analysis of large genome-scale datasets.,.
1108066,09-Nov-15,Dr Kim Jacobson,Career Development Fellowships,RD Wright Biomedical CDF,Understanding immune memory diversity,Walter and Eliza Hall Institute,VIC,Research,2016,2019,"$419,180",Basic Science,IMMUNOLOGY,Humoural Immunology and Immunochemistry,immunologic memory,infectious diseases,B cells,antibody,epigenetics,"Chronic infectious diseases have a devastating effect on global health. HIV and Plasmodium falciparum both cause chronic disease and have evaded effective vaccine design. Vaccines rely on immune memory – the ability to clear an infection rapidly to a previously encountered pathogen. This proposal investigates the formation and dysfunction of immune memory in chronic infectious diseases, which will be vital for creating new and effective vaccines.",.
1108098,09-Nov-15,Dr Andrea Gogos,Career Development Fellowships,RD Wright Biomedical CDF,Understanding the role of sex hormones in mental illness,University of Melbourne,VIC,University,2016,2019,"$419,180",Basic Science,PSYCHOLOGY,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",estradiol,animal model,schizophrenia,prepulse inhibition,microarrays,"Evidence suggests that the female hormone, estrogen, protects against schizophrenia, although the exact mechanism of action underlying this effect is unclear. We believe that by measuring estrogen-induced changes in the levels of genes in the brain, we will identify the way that estrogens protect against the symptoms of schizophrenia and improve antipsychotic treatment response.",.
1108125,09-Nov-15,A/Pr Felice Jacka,Career Development Fellowships,Population Health CDF,Diet and mental health: translating new knowledge into innovative prevention and treatment strategies,Deakin University,VIC,University,2016,2019,"$463,652",Public Health,OTHER MEDICAL AND HEALTH SCIENCES,Medical and Health Sciences not elsewhere classified,depression,prevention,nutrition,immune development,immune dysfunction,I have pioneered the development of a robust body of evidence demonstrating the important role of diet in mental health and I am now recognised internationally as a research leader in this new field. The next important step is to translate this knowledge into new prevention and treatment strategies in order to address the substantial global burden of illness attributable to mental disorders.,.
1108127,09-Nov-15,Dr Enzo Porrello,Career Development Fellowships,RD Wright Biomedical CDF,An RNA-based strategy for heart regeneration.,University of Queensland,QLD,University,2016,2019,"$419,180",Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),microrna,regeneration,fibrosis,developmental biology,transcriptional regulation,"The adult heart has an extremely limited capacity for regeneration. In contrast, I recently discovered that the newborn heart can completely regenerate following a heart attack. How and why the heart loses this regenerative capacity after birth is not known. This Fellowship aims to unravel the genetic circuits that govern cardiac regenerative capacity. The proposed research program will develop novel therapies for heart regeneration through molecular targeting of regulatory RNA molecules.",.
1108287,09-Nov-15,A/Pr Simon Lewis,Career Development Fellowships,Clinical CDF,Predicting Dementia and Parkinson’s in the Clinic,University of Sydney,NSW,University,2016,2019,"$463,652",Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,dementia,mild cognitive impairment,Parkinson disease,Lewy body,diagnostic methods,"This Fellowship will develop novel diagnostic techniques in those patients who are at risk of developing Dementia and Parkinson’s Disease. Participants will also be encouraged to enrol in a brain donation program allowing detailed information for future correlations between symptoms and brain changes. This work will lead to the creation of a diagnostic matrix (At Risk Index) that will provide clinicians and researchers with tools to inform better diagnosis, prognosis and therapy.",.
1108714,09-Nov-15,Dr Alicia Spittle,Career Development Fellowships,Clinical CDF,Early detection and intervention for infants at high risk of motor impairments,Murdoch Childrens Research Institute,VIC,Research,2016,2019,"$419,180",Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Foetal Development and Medicine,neonatal intensive care (NICU),early intervention,early brain development,physiotherapy,neurodevelopment,"My proposed research program involves several distinct yet related projects addressing i) early detection and ii) early intervention for infants at high risk of movement problems including cerebral palsy. This research will provide the highest quality evidence base that is needed to identify those children most at risk early in development and improve our understanding of which interventions are most effective, so that scare health care resources can be targeted appropriately.",.
